eid,labels
434374,1;1;2
434376,1;2;1
1351881,1;2;1
434378,1;2;1
1286347,1;1;1
893140,1;1;3
1351893,1;2;1
1351896,1;1;1
1351899,1;2;1
436732,1;1;1
1351902,1;1;1
1286368,2;1;1
532705,1;1;1
1351911,1;1;1
1351913,1;1;1
434412,1;2;1
434413,1;1;1
1286382,1;1;1
1286383,1;1;1
434416,1;1;1
690966,4;1;1
1188096,1;1;1
1351939,1;1;1
1286405,1;1;1
434438,1;1;1
1122567,4;4;1
434440,1;1;1
401678,3;4;4
401679,3;4;4
1122581,4;2;4
1122582,4;3;4
1122583,4;3;4
1286424,1;1;1
1188121,1;1;1
893217,1;1;2
1118534,1;3;4
1286437,1;1;1
237865,1;1;1
237866,1;1;1
1286443,1;1;1
1286446,1;1;1
434481,1;1;1
434484,1;1;1
532793,4;1;4
434495,1;1;1
270663,1;1;1
270666,1;1;1
1286478,3;1;1
1286479,3;1;1
1188179,2;1;1
1286488,1;1;1
1188185,1;2;1
532828,4;1;4
401759,1;1;4
401765,1;1;4
434535,1;1;1
434536,1;1;1
41322,1;1;1
2005735,1;1;2
532844,1;1;1
401778,6;6;6
401779,4;6;1
401780,6;6;1
434550,1;1;1
434553,1;1;1
434564,6;6;6
434567,1;6;1
39660,1;1;1
1188235,2;1;1
532876,1;1;1
1301230,2;1;1
434583,6;6;1
1122716,4;4;1
401824,4;3;4
401827,4;3;4
405574,4;4;4
532906,2;1;1
532909,2;1;1
1188270,1;1;1
401839,1;1;1
436739,1;1;1
1188281,1;1;6
532922,1;1;2
1131935,1;1;1
532924,1;1;2
1122750,4;4;4
893377,1;1;1
1188295,1;1;6
1122760,4;4;4
762319,4;1;3
893392,1;1;1
762321,1;4;2
762322,2;4;4
1122775,4;1;4
532958,6;1;6
902565,4;1;4
1122787,4;2;3
1122788,4;2;3
1122789,4;2;3
532967,6;1;1
1122794,4;4;4
1122795,4;4;4
401900,1;6;6
1122797,4;4;4
532975,1;1;1
401913,1;1;1
434690,1;2;1
532997,1;1;2
39681,2;2;1
434696,1;1;1
727810,1;2;1
401937,1;6;6
401939,1;1;1
401940,1;1;1
401941,1;1;1
401943,1;1;1
434712,1;1;1
2005764,3;3;4
533018,6;1;6
34223,5;1;1
270878,1;1;1
41506,4;4;4
1188388,1;1;1
434730,1;2;1
41521,1;1;1
533044,1;1;1
41525,1;1;1
1188407,1;1;1
1122872,1;4;4
1122875,1;4;4
1122876,1;1;1
762429,2;1;1
1188414,1;1;1
1188416,1;1;1
401988,1;6;6
762438,1;1;1
1105607,4;4;4
533072,4;2;1
1122899,1;4;2
1122900,4;1;4
1122902,4;4;4
1122904,4;4;4
434778,2;1;1
744207,1;1;1
41564,4;4;4
1188448,1;1;1
434789,2;1;1
1188459,1;1;1
1188461,2;1;1
116157,2;2;1
533106,1;1;1
1350419,1;1;1
533108,3;3;1
533114,1;3;1
533115,2;3;1
727829,1;1;1
533120,4;2;1
533122,3;2;1
1155715,1;1;1
1155717,1;4;1
434831,1;1;1
684433,2;4;2
434833,1;1;1
434837,1;1;1
434840,1;1;1
1350426,1;1;2
434853,2;5;1
1294376,5;1;1
762552,2;4;4
762553,2;4;4
869835,1;1;1
1188550,1;1;1
271048,1;1;1
271049,1;2;1
1123018,4;4;1
762571,1;4;2
107213,1;2;1
41679,1;1;1
434896,2;5;1
434897,2;5;1
434901,2;1;1
744228,1;1;1
107231,1;4;2
434913,1;1;1
1123042,4;1;4
1123043,4;4;1
728081,1;1;1
434917,1;1;1
271079,1;1;2
1188584,1;1;1
1123052,4;2;3
1123053,4;2;3
762612,3;1;1
1123061,4;4;4
1123062,4;4;4
1123064,4;4;4
1188608,1;1;1
1123073,4;4;1
271107,1;1;1
434949,2;1;1
1221401,1;1;1
434975,1;1;1
41760,4;4;1
1286948,1;2;1
434981,1;1;1
416561,1;1;1
1188649,1;1;1
230528,1;1;3
762669,4;2;4
1117617,1;4;1
722628,3;1;1
1123131,1;4;4
1221436,1;1;1
1188669,1;3;1
110731,2;2;1
435022,1;3;1
762703,4;1;3
762704,3;4;3
1188689,2;3;1
1123154,4;3;1
1188696,2;4;4
1188697,2;4;4
435043,2;1;1
435044,2;1;1
1094705,3;1;4
41832,1;1;1
41834,1;1;1
1123179,4;4;4
869467,1;1;1
1188717,1;1;1
1123186,1;4;4
951785,1;1;1
435075,1;1;1
435076,1;1;1
1188745,1;1;1
1188746,1;1;1
1188749,1;1;1
435087,2;1;1
435088,2;1;1
2005827,3;2;4
730004,1;1;1
762786,4;4;4
762789,4;4;4
762792,4;4;4
1123247,2;1;1
730037,2;4;2
435127,1;1;1
1123259,1;4;3
1188804,1;1;1
730057,2;3;2
1188810,1;1;1
1123284,4;1;4
762837,2;1;2
1057750,6;1;2
1156055,2;4;2
1123288,6;1;1
730073,2;1;1
229415,1;3;1
1156063,2;4;1
34299,1;1;1
1117623,1;2;1
1123306,4;4;4
730099,4;4;3
81050,1;1;1
730105,2;1;1;1;1;3
730106,2;1;1;1;1;2
730107,1;1;1
730108,1;1;2
730109,1;1;2
730112,1;1;1
730113,2;1;1;1;1;3
730120,1;1;2
730121,1;1;1
1258380,1;1;1
730124,1;1;1
730126,1;1;1
176301,2;1;1
730130,1;1;2
730131,1;1;1
730133,1;1;1
1221655,1;1;1
1188891,1;1;1
145428,1;1;1
1188896,1;1;2
1188902,3;2;2
730151,4;4;1
1057832,2;1;1
107563,1;1;2
730159,1;1;1
730161,4;4;1
730168,1;1;1
1188923,2;1;2
1188931,1;1;1
730181,1;6;2
730186,1;1;1
730189,6;1;1
730196,1;1;1
1323194,3;3;4
176315,1;5;1
1287268,1;1;1
42085,2;1;1
1287270,1;4;4
1287272,1;4;4
42091,2;1;2
1287276,1;1;1
730223,1;1;2
951827,1;6;1
730231,1;2;1
107642,4;4;4
1057919,6;1;2
730242,1;1;1
869910,4;1;4
435337,1;1;2
435338,1;1;2
1057934,1;1;1
1123471,2;1;1
763025,2;1;1
107667,1;1;1
763028,2;1;1
107669,1;1;1
1254563,1;1;1
42149,1;1;1
42150,1;1;1
730281,1;1;2
730284,4;4;3
1057967,2;1;1
730290,1;1;1
730291,1;1;1
1287351,2;6;4
271547,1;1;1
1287364,4;1;1
271558,1;1;1
1057993,1;1;1
763085,4;4;4
1254607,1;1;1
763090,4;4;4
42200,1;1;1
42201,1;1;1
1058015,1;1;2
1058016,1;1;2
1123557,2;1;1
730346,1;1;1
1123563,2;1;1
1058029,1;1;1
107761,4;4;1
1123571,1;1;1
1123573,1;1;1
1123574,3;3;1
1123575,1;1;1
1123576,1;1;1
1123578,1;2;1
1287419,1;2;1
763134,1;1;1
763135,1;1;1;1;1
1123588,1;1;1
45270,4;4;4
1287433,1;4;4
1287434,1;1;1
1123598,1;3;1
1123599,1;1;1
1159384,1;1;1
1123602,3;3;1
1123603,1;3;1
1123605,1;1;4
1123606,2;1;1
1287449,1;1;1
1123610,3;4;1
1123611,1;6;1
1123613,3;1;1
501022,1;1;1
435487,1;1;1
1123616,1;1;6
501025,1;1;1
1287459,1;1;1
1123624,1;1;1
1123626,1;1;1
1123627,1;1;1
1123629,1;1;1
1123631,1;1;1
1123632,1;1;1
869863,1;4;2
951860,1;1;1
1123642,1;1;1
730431,1;1;1
730432,1;1;1
1353025,2;1;1
271684,1;1;1
1123654,1;2;1
763207,1;1;1
1189195,1;1;1
435534,1;2;1
435536,1;1;1;2;2
435537,1;1;1;1;2
435540,1;2;1
435541,6;2;1
435542,6;2;1
763223,1;1;1
995556,1;1;4
1353055,1;4;1
1123683,2;1;1
1254764,1;1;1
75123,4;4;1
75124,4;4;1
1285012,1;1;1
1353086,4;4;4;1;4
763263,1;1;1
1189248,1;1;1
179265,1;1;1
1123720,6;1;6
75146,1;4;4
271758,1;1;6
763305,1;1;1
730543,1;3;3
1126643,4;4;4
763316,1;1;1
951881,1;1;1
1123768,1;1;1
763321,1;1;1
1123776,1;1;1
1254850,2;1;2
763331,2;1;1
1123780,1;1;1
1123781,1;1;1
1123782,1;1;1
1123785,1;1;1
1123787,1;2;1
1123788,1;2;1
1123789,1;1;1
1189331,1;1;2
291654,4;4;4
45305,1;1;1
1123802,1;1;1
1123803,1;1;1
730590,2;4;2
730591,2;4;3
1254883,3;1;1
1254884,3;1;1
1254885,3;1;1
763366,5;4;4
1123816,2;1;1
1123817,1;1;1
1123818,1;1;1
75243,1;1;1
763372,5;1;2
1254896,4;4;4
1123827,1;1;1
1254901,4;1;1
730614,2;1;3
39849,1;1;1
1189368,1;1;1
766207,1;1;2
435710,1;1;1
1123839,1;1;1
1189376,1;1;2
1189377,1;1;2
1254914,1;1;2
1350571,1;1;1
1254916,2;1;1
763399,1;1;1
435721,4;3;2
1254923,4;4;4
763404,4;4;4
435725,6;6;1
435726,6;6;1
435727,6;6;1
1254928,2;1;1
1123857,1;1;1
1254935,6;2;2
1254936,6;2;2
1323268,1;1;1
1254941,4;4;4
1123871,1;3;1
435744,4;3;6
1123874,1;1;1
34395,1;1;1
1123876,1;3;1
435749,1;1;1;1;2
75302,1;2;1
1123880,1;1;2
1123881,1;2;1
1123882,1;1;1
763436,1;1;1
1123885,1;1;1
1123886,3;3;1
763441,2;1;1
1123890,1;2;1
1123891,1;2;1
763444,4;4;4
1123893,3;3;1
1123894,3;1;1
1123899,1;3;1
1123901,1;1;4
435775,1;1;1
108099,1;1;1
435780,4;3;2
271943,2;1;1
763467,1;1;1
108108,2;1;1
108109,2;1;1
1123918,3;1;1
435791,1;1;1
1189457,1;1;1
75347,6;6;1
763476,4;4;4
1254997,4;4;1
1123928,1;6;1
321119,1;1;1
763485,3;1;2
763486,1;1;1
763487,3;1;2
1123937,1;1;6
1123939,1;1;1
763492,5;1;1
271974,1;1;1
1255019,1;1;1
1123953,1;1;1
1255028,4;4;6
204369,1;1;1
435831,1;1;1
435832,1;1;1
1123963,1;1;1
951915,4;1;1
1189512,1;1;1
1189513,1;1;1
1123980,1;1;1
1123986,1;1;1
1123987,1;1;1
1123989,1;1;1
435865,4;2;3
435866,5;2;1
2000495,1;1;2
435868,4;2;3
435869,4;2;3
894622,1;1;1
728005,1;1;1
34416,5;1;1
165489,1;1;1
730798,4;4;3
730799,4;4;3
730800,4;4;3
859049,3;1;1
435893,1;1;1
75446,4;4;4
1124023,1;1;1
75448,4;4;4
763577,3;1;2
75451,4;4;4
763587,1;3;1
272071,1;1;1
1058505,2;1;1
165495,2;1;1
1124049,1;2;1
1124053,1;2;1
1124054,1;2;1
1124061,1;1;1
763615,1;1;1
1058530,2;1;1
1222372,1;1;1
176422,1;1;1
1222374,1;1;2
1124074,1;6;1
1058539,2;1;1
1058541,2;1;1
1124078,1;1;1
176424,1;1;1
1124085,1;1;1
1124086,1;1;1
42749,3;2;1
42750,2;2;1
272134,1;1;2
42760,1;1;1
42761,1;1;1
304907,2;4;1
304911,2;4;1
1124112,1;1;1
272150,1;1;1
272151,3;1;1
435995,6;6;6
435997,6;6;6
435999,1;1;1
272176,1;1;2
763697,1;1;1
42802,1;1;1;1;1;1
42804,1;1;1;1;1;1
436024,1;3;2
203743,4;4;4
42815,1;1;1
436032,1;6;6
436034,1;1;2
436039,2;4;1
501578,1;1;1
42827,1;1;1
436044,1;1;1
42829,1;1;1
436046,2;4;1
436049,1;1;1
436050,1;1;1
501588,6;6;6
436055,1;2;1
436057,1;3;2
304989,4;4;1
1124190,1;1;1
1124192,1;1;1
272225,1;1;1
436069,1;1;1
436070,1;1;1
436074,1;1;1
436076,1;1;1
501625,6;6;6
1189755,1;1;1
1189756,1;1;3
501630,6;6;1
1222530,2;2;4
1222531,2;2;4
731013,1;1;1
1124231,6;1;2
42889,1;1;1
1222538,1;1;1
1222539,1;1;1
42895,1;1;1
42896,1;2;3
501651,6;4;3
42905,2;1;1
42907,2;1;1
731039,1;1;1
436128,1;1;1
763809,4;1;3
436131,1;2;1
1124262,1;1;1
1299874,1;3;1
1189808,1;5;1
731057,1;1;1
1189811,1;1;1
305087,1;1;2
763840,1;4;1
1189828,1;1;1
1189829,2;1;4
1189832,1;1;1
763849,1;1;1
75722,4;4;4
1189836,2;1;2
763853,2;1;1
75731,4;4;4
1189848,1;1;1
1189849,1;1;1
42972,4;4;1
731101,1;1;1
1189854,1;1;1
881973,2;1;2
1189865,1;6;1
42986,1;1;1
763883,1;1;1
1189870,2;4;1
1189871,1;3;1
42992,1;1;1
42993,1;1;1
305138,1;1;1
75763,1;2;1
75764,1;2;1
436214,1;1;1
1189879,1;1;1
436216,1;6;1
436217,1;1;1
305146,1;1;1
1189884,1;6;1
763903,3;1;1
1189891,2;1;1
1189893,2;1;1
305161,1;1;1
1255435,1;1;1
763916,1;1;1
763919,1;1;1
1189904,2;1;1
305169,1;1;1
763922,1;1;1
305171,1;1;1
436246,2;1;1
1222679,6;1;6
43034,1;1;1
436252,1;4;4
436253,1;4;4
1124382,1;1;1
1189923,1;1;4
1255460,1;1;1
728070,1;1;1
1189926,1;1;4
1222696,5;1;1
75818,4;4;4
1255469,1;1;1
763950,1;1;1
436277,1;1;3
436279,1;1;1
722612,1;1;1
43068,1;1;1
43069,1;1;1
75840,1;5;4
532100,1;1;2
436291,1;1;3
436293,4;4;1
75846,1;1;1
436295,2;1;2
436298,1;1;1
436300,1;1;1
436302,4;4;1
1255507,6;2;2
75861,3;1;4
1189976,1;1;1
436313,1;1;1
43098,1;1;1
43099,1;1;1
436316,1;1;1
1222751,1;1;1
305248,4;1;1
764007,1;3;1
764073,1;1;1
436329,1;1;1
764010,1;3;1
1222764,1;1;1
39954,1;1;1
1189998,1;1;1
1222767,1;1;1
1190003,1;3;2
764020,3;1;1
764023,1;3;1
764024,1;1;1
993403,4;4;4
993404,4;4;4
764038,1;1;1
78188,2;2;4
764042,1;1;1
1124491,1;1;1
731277,2;1;5
728088,1;4;1
436372,1;1;1
1190038,1;1;1
764056,1;1;1
764057,1;1;1
744474,1;1;1
1091743,1;1;1
1124512,1;1;3;1;1;1
1190049,1;2;1
43170,1;1;1
75939,3;4;4
1124516,1;1;3;1;1;1
1124518,1;1;2;1;1;1
75943,3;4;4
2006044,1;3;1
75946,2;4;2
436403,6;1;6
436407,6;1;2
1285151,1;1;1
43198,1;1;1
43199,1;1;1
1190084,1;1;1
1124549,1;3;4
1124550,1;3;4
1124553,1;1;1
436434,1;1;1
436435,1;1;1
436436,1;1;1
1190102,1;1;1
436439,4;4;4
436440,1;4;1
1124569,2;1;1
436442,4;4;4
1124572,2;1;1
1124575,1;4;1
1190112,1;2;1
1190113,1;2;1
685578,1;1;2
436452,1;4;1
1124581,1;4;1
731367,1;1;1
1190126,1;1;2
1190129,1;1;2
764148,1;1;1
1124597,1;2;1
764151,1;1;1
764152,1;1;1
43261,2;1;1
1091838,1;1;1
1091839,1;1;1
78208,1;2;4
1124611,1;2;1
1124612,1;2;1
1103482,4;4;4
436494,6;1;2
116440,1;1;1
1209907,1;1;1
436500,1;1;1
436502,1;4;1
436511,2;1;1
436512,2;1;1
436514,3;1;1
291207,1;1;1
1288494,3;4;4
43311,2;1;1
1288496,3;4;3
43313,2;1;1
1190195,1;1;6
1288507,1;4;4
1288516,3;4;3
76101,2;2;1
436550,1;1;1
900534,1;1;1
78220,4;4;2
1255754,2;1;1
1255760,4;5;1
1255764,5;6;6
764245,1;2;1
764247,1;2;1
1190232,1;1;1
722660,1;1;1
1124698,4;1;4
416826,1;1;1
436574,1;1;1
1124703,2;1;4
1255781,4;4;4
1255783,4;4;4
727413,1;1;1
764268,2;1;1
1255789,4;1;1
764270,3;6;4
1255792,1;1;2
1255797,1;6;6
764280,1;3;1
436601,1;1;2
1288571,1;4;4
1255804,4;4;1
1190269,1;1;1
43390,4;4;4
436607,1;1;1
1255808,4;4;3
764292,4;1;1
1255813,4;1;2
1190278,1;1;1
43399,4;4;4
1190283,1;1;1
1190288,1;1;6
766360,1;1;4
764307,1;1;4
764312,1;4;1
764314,1;1;1
436640,1;1;1
436641,1;1;1
436642,1;1;1
764323,1;1;2
1124772,1;1;1
1124778,3;1;1
764331,1;1;1
43437,2;1;1
1124782,1;3;4
1124789,2;1;1
1124790,2;1;1
1263348,1;4;1
1263349,2;4;4
228402,1;1;1
764356,1;1;1
1124811,3;1;4
436684,1;1;1
436688,1;1;1
436689,1;1;1
436693,1;1;1
1257892,4;2;2
764378,2;1;1
1190367,1;1;1
436704,3;1;2
1190369,1;1;1
280315,4;4;4
1190373,1;1;1
1252433,1;4;1
436712,2;1;2
280316,4;4;4
1190396,2;1;1
76285,1;2;1
766379,1;2;1
436741,1;1;1
764437,1;1;1
810074,4;4;1
1190431,1;1;1
1190433,1;1;1
764450,1;1;4
764452,3;1;1
76325,4;4;1
1190438,3;1;1
764455,4;1;1
1190440,3;1;1
1190442,1;1;1
764459,1;1;1
1255982,1;1;2
1190447,1;1;1
1190449,1;1;1
1190450,1;1;1
764469,1;1;1
43574,4;4;4
436801,1;4;1
34571,1;1;1
76357,2;1;1
764486,1;2;1
1190474,1;1;1
1290679,1;3;1
2006114,1;6;3
764502,1;1;1
764503,1;1;1
1190488,1;1;1
764509,1;1;1
1190497,1;1;2
76387,1;3;2
764516,1;1;1
764517,1;1;1
436838,1;1;1
1026663,1;6;2
1026664,1;6;3
764531,1;1;1
1190518,1;1;3
436857,1;1;2
176575,1;2;1
1190526,2;1;1
1190527,1;1;1
436864,4;4;4
1190530,2;1;1
436867,4;4;4
229500,1;1;1
1190546,1;1;3
1190549,1;1;3
436889,1;1;1
436890,2;1;1
436891,1;1;1
436892,1;1;1
1190559,1;1;1
531568,1;1;1
1190565,1;1;1
436903,2;1;1
1290695,1;1;3
436908,2;1;1
1190574,1;1;1
722717,1;1;1
436913,1;1;1
1190582,1;1;4
764603,2;1;1
764604,1;2;1
1092288,4;4;4
1092289,4;4;4
1092290,4;4;4
43717,3;3;1
43718,3;1;1
436936,2;1;1
895692,2;1;1
952099,1;1;1
764631,1;1;1
764635,1;1;1
436956,1;1;1
764645,1;1;1
764647,1;1;1
436968,1;1;1
731884,1;2;3
764654,1;1;2
76529,1;4;2
722729,1;1;1
1354493,1;1;1
1354496,1;1;1
1354498,1;1;1
43788,4;4;4
1354511,1;1;1
43795,1;1;1
43796,1;1;1
1263406,1;1;1
764696,1;1;1
728196,1;3;1
437018,2;3;2
437019,2;3;2
437020,2;3;2
764702,2;1;1
764707,1;1;2
43812,4;4;4
1190701,1;1;1
1354543,3;1;4
1354544,1;1;1
679048,3;1;3
1354546,3;1;4
1190709,1;1;6
76600,3;4;4
76601,3;4;4
76602,3;4;4
437054,6;6;6
764738,1;1;4
1354563,4;4;4
83766,2;2;4
1354568,1;2;1
437066,1;6;6
43853,2;4;3
43854,2;4;3
43856,2;4;3
1354577,1;1;1
1354580,1;1;1
1354581,3;4;6
1190744,1;1;1
1190746,1;1;1
764763,1;1;1
764769,1;1;1
437091,1;6;6
437097,1;1;1
76650,4;1;1
764782,2;3;3
1190767,2;2;1
43891,1;1;1
437108,6;1;1
76663,1;1;1
1190777,3;1;2
1354618,3;1;4
76668,1;1;1
1190784,1;1;1
1354625,3;1;4
1121430,6;1;1
437128,1;1;1
1190797,4;4;2
1190799,4;4;2
1190801,1;1;2
1190803,2;1;3
1354648,1;1;1
502681,1;4;1
43930,4;4;4
43931,4;4;4
43932,4;4;4
1354655,1;4;2
1190818,1;1;2
1354660,1;4;2
1190822,1;1;1
1190825,1;4;1
1190826,1;4;1
1190827,1;4;1
1190829,1;1;2
1190831,1;1;1
1190832,1;1;4
43953,1;1;3
43954,1;1;2
1190843,2;1;1
76732,1;1;1
1190851,1;1;3
1190853,1;1;1
76746,1;1;1
1190867,3;1;2
1027029,4;2;3
1027030,4;2;3
1354727,1;1;1
1354734,1;1;1
764915,4;1;4
764916,1;1;4
764918,3;2;3
1190911,1;1;1
764933,2;2;2
44041,1;1;1
764941,4;4;4
764944,4;4;4
764951,1;2;1
1282454,1;1;1
1263454,1;1;1
44088,1;4;2
1190971,1;2;1
29972,4;4;4
2006200,6;2;6
1191003,1;2;1
1191019,1;1;3
1296641,1;1;1
1125487,1;1;1
1191028,1;1;3
2006206,3;1;1
1125494,1;1;1
242197,1;1;1
896142,4;6;1
44187,1;2;1
896157,1;1;2
416965,1;1;2
765088,1;1;1
765089,1;1;1
765090,1;1;1
765091,1;1;1
896164,1;2;1
896165,1;2;1
1289414,4;1;4
416972,1;1;1
1354955,1;1;1;1;1
67448,1;4;1
44246,1;1;1
44247,1;1;1
994528,1;4;1
1187532,1;2;1
994542,1;1;1
765167,1;1;3
994544,1;1;1
994555,4;4;4
994561,4;3;4
765188,4;4;4
765191,4;4;4
765192,4;4;4
994569,1;1;1
765194,4;4;4
531671,1;2;1
44302,1;1;1
994576,1;1;1
896273,1;1;1
896274,1;1;1
896275,1;1;1
994582,2;3;4
1252569,1;4;1
732448,1;3;2
896290,1;6;1
896305,1;6;1
732468,1;1;1
994614,6;4;1
732471,2;1;1
1355068,2;1;1
176693,2;1;1
433376,1;2;1
765250,2;4;5
1148811,1;1;1
994631,6;4;6
404813,1;1;1
292809,2;1;1
994644,3;2;4
994647,2;2;3
994648,2;3;4
1355097,1;1;1
732508,1;4;1
242234,1;1;1
765279,4;4;6
994660,1;1;1
771985,1;1;1
291389,1;3;1
404849,1;1;1
765298,4;1;1
404851,1;1;1
1355125,2;1;1
765305,4;1;4
1355134,1;1;1
1191297,2;1;2
175494,1;1;1
732551,1;1;5
404872,1;1;1
404873,1;1;1
175498,1;1;1
404879,3;3;1
77200,3;1;2
404881,3;3;1
404882,1;1;1
175508,1;1;1
732565,1;1;6
1355158,1;1;1
732567,1;1;6
1125784,1;1;1
994713,6;4;3
994714,6;4;3
732571,1;1;6
404892,1;1;1
404894,1;1;1
732582,1;1;1
175535,1;1;1
1034142,1;1;1
1191350,1;1;2
77240,1;2;1
1125819,1;1;1
765375,1;1;1
228436,1;1;1
765380,3;2;3
77253,4;4;4
77254,4;4;4
1263521,1;1;1
175561,3;1;1
1191372,1;1;1
175565,3;1;2
1191379,1;1;1
732629,1;1;1
732630,1;1;1
77276,1;1;1
1191389,1;1;1
994782,4;6;1
77280,1;1;1
77281,1;1;1
994786,4;6;1
291409,1;3;1
2006268,4;1;1
116647,4;4;3
404972,1;1;1
77294,4;1;4
77295,4;2;4
77296,1;1;3
1050536,1;1;1
1191413,1;1;1
77304,3;2;2
77305,3;2;1
1191418,1;1;1
1191421,1;1;1
77310,2;2;1
77311,2;2;1
193111,1;1;1
228453,1;1;1
77330,1;1;1
732696,1;1;1
77338,1;1;1
175651,1;1;2
765476,1;1;1
175653,1;1;2
175654,1;1;2
994859,4;4;4
994860,4;4;4
732719,2;1;1
994865,1;1;1
77362,1;1;1
175667,4;3;1
175673,1;3;1
994877,1;1;1
994878,1;1;1
994884,1;1;1
994886,1;1;1
1252620,1;1;1
175693,3;3;3
994895,1;1;1
175698,4;3;3
994903,1;1;1
77403,1;1;4
77404,1;1;1
77426,5;1;1
1126005,4;4;4
44664,1;1;1
417044,1;1;1
732801,1;1;2
1191556,1;1;1
744726,1;1;4
77449,1;1;1
44682,1;1;1
44683,1;1;1
44685,3;4;1
732816,1;1;1
77457,3;1;1
44691,1;1;1
77460,6;1;1
1126037,4;4;4
1126038,4;4;4
732827,4;1;1
732828,1;1;6
732830,1;1;6
1355423,2;4;1
994978,1;4;6
2006299,4;4;4
175780,2;1;2
77481,1;1;1
292821,2;1;2
77503,1;2;1
732867,1;1;1
1191626,1;1;1
405197,1;1;2
1191633,1;1;1
77532,3;4;4
77533,2;4;2
1191649,1;1;1
765671,1;2;1
1355505,1;2;1
1289970,1;1;1
1355508,1;1;2
1355509,1;1;2
1355510,1;1;2
275365,1;1;1
1191678,1;1;1
765699,2;1;2
765702,2;1;3
77575,2;2;1
44811,1;1;1
1263576,3;1;2
77589,1;1;2
77590,1;1;2
77591,1;1;2
176773,2;2;1
77605,3;1;2
1191718,1;1;1
1191719,2;5;1
1191721,1;1;1
1290026,1;2;1
1191723,1;1;1
765742,2;2;1
1191728,2;5;1
1191729,1;1;1
433459,2;1;1
1191732,1;1;1
1290037,4;1;4
1191736,1;1;1
1191737,1;1;1
1191738,1;1;1
77632,1;1;1
1191747,1;1;4
765767,1;1;1
765769,1;1;1
765771,1;1;1
765774,4;4;4
44882,2;2;4
44883,2;2;4
765783,4;4;4
77656,1;1;3
68351,1;1;1
77665,3;1;2
77667,4;4;1
1290085,1;2;1
1290086,1;2;1
77673,3;2;1
1191799,2;5;1
765816,1;1;1
77690,1;1;1
77698,2;1;1
77699,2;1;1
438150,1;1;1
765831,1;2;1
1290120,1;6;3
765833,1;2;1
176013,3;1;1
765840,1;2;1
77721,1;1;1
995226,4;4;2
176027,3;1;1
765853,1;1;1
77726,1;3;3
208801,4;4;1
208805,4;4;1
176044,4;5;4
176045,4;5;4
176046,4;5;3
176047,4;5;4
1290160,6;1;1
1290161,6;1;1
176050,4;5;4
1191860,1;3;1
230635,2;2;1
83956,1;1;1
765882,4;4;4
1278120,1;1;2
1290175,2;1;1
176069,1;1;1
765895,1;1;1
1290185,1;1;1
83959,1;1;1
679245,1;1;2
176080,1;1;1
1127075,1;1;1
77783,1;1;1
1350991,1;1;1
176093,1;4;4
1290209,3;4;2
77795,1;1;4
575485,1;1;1
176115,4;1;4
724919,1;1;1
77816,4;1;2
83969,1;1;1
77843,2;1;1
77849,3;1;1
176154,1;1;1
176155,1;1;1
995358,2;4;4
995360,2;4;4
995362,2;4;4
176164,1;1;1
1351004,1;1;1
176171,1;1;1
176172,1;1;1
766001,1;1;1
1278124,1;1;1
176180,1;1;1
176182,1;1;1
176189,1;1;1
110654,1;1;1
176192,1;1;1
176193,1;1;2
77890,1;1;1
176195,1;1;1
77894,4;1;1
405575,4;4;4
405576,4;4;4
176220,4;4;4
45154,1;1;1
45155,2;1;2
77924,1;1;1
110693,2;1;1
45158,1;1;1
766055,1;1;1
176232,4;4;4
1241788,2;1;1
77930,1;1;1
110701,6;1;2
1192046,1;1;1
45167,1;1;1
45169,1;1;1
176246,1;4;4
417129,1;1;1
766091,1;1;1
176268,4;1;4
45200,1;1;1
45203,1;1;1
1224864,1;1;1
1224872,1;1;1
1126569,4;4;4
766125,1;1;3
45230,1;1;1
77999,1;2;1
1126576,4;4;4
42969,1;1;1
45236,1;1;1
45237,1;1;1
45240,1;1;1
45242,2;1;2
45243,1;3;4
1126588,3;1;2
176318,1;3;1
1159360,1;1;1
176323,1;4;1
995525,1;1;4
176330,2;1;1
995557,4;4;2
897741,1;1;6
143574,4;4;4
995544,1;1;1
1159386,1;1;1
143583,4;4;4
995554,1;1;1
143588,4;4;4
766181,1;2;1
176360,1;1;6
176365,1;1;6
1126640,4;4;4
766195,4;1;1
1126645,3;1;2
176375,1;1;2
995576,6;4;2
1323257,3;3;4
1126650,1;1;1
176382,1;6;1
1323263,4;3;4
766212,1;1;1
45317,2;1;1
766214,1;2;1
45321,2;1;1
176396,1;1;1
176398,1;1;1
766229,1;1;1
1290520,1;1;1
78105,6;6;1
1290527,1;2;1
1290532,1;2;2
766246,1;1;3
176423,1;1;3
45352,4;1;2
45360,1;3;4
45362,4;4;4
45366,3;4;1
242399,2;1;2
78141,1;2;1
2102,1;4;4
766293,2;1;1
766294,2;1;1
995673,1;1;1
995678,1;1;1
242405,2;1;2
143713,4;4;4
143714,4;4;4
78180,1;1;1
1290598,1;1;1
1290599,1;1;1
1290604,2;1;1
1290606,1;1;1
995699,1;1;1
78199,1;1;1
995704,4;2;1
78206,4;1;2
1290624,1;1;1
1117739,1;2;1
780580,1;1;2
78217,4;4;2
995724,4;2;1
1290637,1;3;1
1257880,4;2;2
1257881,4;2;2
766365,6;1;4
766366,1;1;4
1257891,4;2;2
1290660,1;1;3
1290667,2;2;3
78263,1;2;1
1290681,2;2;4
